Город;year;fact;Модель;Нижняя граница;Верхняя граница
Карабаново;2049;NA;15600;15500;15700
Карабаново;2050;NA;15600;15500;15700
Карабаново;2051;NA;15600;15500;15700
Карабаново;2052;NA;15700;15600;15800
Карабаново;2053;NA;15700;15600;15800
Карабаново;2054;NA;15700;15600;15800
Карабаново;2055;NA;15800;15700;15900
Карабаново;2056;NA;15800;15700;15900
Карабаново;2057;NA;15800;15700;15900
Карабаново;2058;NA;15900;15800;16000
Карабаново;2059;NA;15900;15800;16000
Карабаново;2060;NA;15900;15800;16000
Карабаново;2061;NA;16000;15800;16100
Карабаново;2062;NA;16000;15900;16100
Карабаново;2063;NA;16000;15900;16100
Карабаново;2064;NA;16000;15900;16200
Карабаново;2065;NA;16100;16000;16200
Карабаново;2066;NA;16100;16000;16200
Карабаново;2067;NA;16100;16000;16300
Карабаново;2068;NA;16200;16100;16300
Карабаново;2069;NA;16200;16100;16300
Карабаново;2070;NA;16200;16100;16400
Карабаново;2071;NA;16300;16200;16400
Карабаново;2072;NA;16300;16200;16400
Карабаново;2073;NA;16300;16200;16500
Карабаново;2074;NA;16400;16200;16500
Карабаново;2075;NA;16400;16300;16500
Карабаново;2076;NA;16400;16300;16500
Карабаново;2077;NA;16500;16300;16600
Карабаново;2078;NA;16500;16400;16600
Карабаново;2079;NA;16500;16400;16600
Карабаново;2080;NA;16500;16400;16700
Карабаново;2081;NA;16600;16500;16700
Карабаново;2082;NA;16600;16500;16700
Карабаново;2083;NA;16600;16500;16800
Карабаново;2084;NA;16700;16500;16800
Карабаново;2085;NA;16700;16600;16800
Карабаново;2086;NA;16700;16600;16800
Карабаново;2087;NA;16700;16600;16900
Карабаново;2088;NA;16800;16600;16900
Карабаново;2089;NA;16800;16700;16900
Карабаново;2090;NA;16800;16700;17000
Карабаново;2091;NA;16800;16700;17000
Карабаново;2092;NA;16900;16700;17000
Карабаново;2093;NA;16900;16800;17000
Карабаново;2094;NA;16900;16800;17100
Карабаново;2095;NA;16900;16800;17100
Карабаново;2096;NA;17000;16800;17100
Карабаново;2097;NA;17000;16800;17100
Карабаново;2098;NA;17000;16900;17100
Карабаново;2099;NA;17000;16900;17200
Карабаново;2100;NA;17000;16900;17200
Карабаново;2101;NA;17100;16900;17200
Карабаново;2102;NA;17100;16900;17200
Карабаново;2103;NA;17100;17000;17200
Карабаново;2104;NA;17100;17000;17300
Карабаново;2105;NA;17100;17000;17300
Карабаново;2106;NA;17100;17000;17300
Карабаново;2107;NA;17200;17000;17300
Карабаново;2108;NA;17200;17000;17300
Карабаново;2109;NA;17200;17000;17300
Карабаново;2110;NA;17200;17100;17400
Карабаново;2111;NA;17200;17100;17400
Карабаново;2112;NA;17200;17100;17400
Карабаново;2113;NA;17200;17100;17400
Карабаново;2114;NA;17300;17100;17400
Карабаново;2115;NA;17300;17100;17400
Карабаново;2116;NA;17300;17100;17400
Карабаново;2117;NA;17300;17100;17500
Карабаново;2118;NA;17300;17100;17500
Карабаново;2119;NA;17300;17200;17500
Карабаново;2120;NA;17300;17200;17500
Гороховец;2000;NA;11800;11600;12100
Гороховец;2001;NA;11900;11700;12200
Гороховец;2002;NA;12100;11800;12400
Гороховец;2003;NA;12300;12000;12600
Гороховец;2004;NA;12500;12200;12800
Гороховец;2005;NA;12700;12500;13000
Гороховец;2006;NA;12900;12700;13200
Гороховец;2007;NA;13100;12900;13400
Гороховец;2008;13373;13300;13000;13500
Гороховец;2009;13201;13400;13100;13700
Гороховец;2010;14046;13500;13200;13700
Гороховец;2011;13878;13500;13300;13800
Гороховец;2012;13677;13500;13300;13800
Гороховец;2013;13440;13500;13300;13800
Гороховец;2014;13279;13500;13200;13700
Гороховец;2015;13169;13400;13100;13600
Гороховец;2016;13026;13300;13000;13500
Гороховец;2017;12873;13200;12900;13400
Гороховец;2018;12743;13000;12800;13300
Гороховец;2019;12672;12900;12600;13100
Гороховец;2020;12672;12700;12500;12900
Гороховец;2021;NA;12500;12300;12800
Гороховец;2022;NA;12300;12100;12600
Гороховец;2023;NA;12200;11900;12400
Гороховец;2024;NA;12000;11700;12200
Гороховец;2025;NA;11800;11500;12000
Гороховец;2026;NA;11600;11300;11800
Гороховец;2027;NA;11400;11100;11700
Гороховец;2028;NA;11200;11000;11500
Гороховец;2029;NA;11000;10800;11300
Гороховец;2030;NA;10800;10600;11100
Гороховец;2031;NA;10600;10400;10900
Гороховец;2032;NA;10400;10200;10700
Гороховец;2033;NA;10200;10000;10500
Гороховец;2034;NA;10000;9800;10300
Гороховец;2035;NA;9800;9600;10100
Гороховец;2036;NA;9600;9400;9900
Гороховец;2037;NA;9400;9200;9700
Гороховец;2038;NA;9200;9000;9500
Гороховец;2039;NA;9100;8800;9300
Гороховец;2040;NA;8900;8600;9200
Гороховец;2041;NA;8700;8400;9000
Гороховец;2042;NA;8500;8200;8800
Гороховец;2043;NA;8300;8000;8600
Гороховец;2044;NA;8100;7800;8400
Гороховец;2045;NA;8000;7700;8300
Гороховец;2046;NA;7800;7500;8100
Гороховец;2047;NA;7600;7300;7900
Гороховец;2048;NA;7400;7100;7700
Гороховец;2049;NA;7300;7000;7600
Гороховец;2050;NA;7100;6800;7400
Гороховец;2051;NA;6900;6600;7200
Гороховец;2052;NA;6800;6500;7100
Гороховец;2053;NA;6600;6300;6900
Гороховец;2054;NA;6400;6100;6800
Гороховец;2055;NA;6300;6000;6600
Гороховец;2056;NA;6100;5800;6400
Гороховец;2057;NA;6000;5700;6300
Гороховец;2058;NA;5800;5500;6100
Гороховец;2059;NA;5700;5300;6000
Гороховец;2060;NA;5500;5200;5800
Гороховец;2061;NA;5400;5000;5700
Гороховец;2062;NA;5200;4900;5600
Гороховец;2063;NA;5100;4800;5400
Гороховец;2064;NA;4900;4600;5300
Гороховец;2065;NA;4800;4500;5200
Гороховец;2066;NA;4700;4400;5000
Гороховец;2067;NA;4500;4200;4900
Гороховец;2068;NA;4400;4100;4800
Гороховец;2069;NA;4300;4000;4600
Гороховец;2070;NA;4200;3800;4500
Гороховец;2071;NA;4100;3700;4400
Гороховец;2072;NA;3900;3600;4300
Гороховец;2073;NA;3800;3500;4200
Гороховец;2074;NA;3700;3400;4100
Гороховец;2075;NA;3600;3300;4000
Гороховец;2076;NA;3500;3200;3900
Гороховец;2077;NA;3400;3100;3800
Гороховец;2078;NA;3300;3000;3700
Гороховец;2079;NA;3200;2900;3600
Гороховец;2080;NA;3100;2800;3500
Гороховец;2081;NA;3000;2700;3400
Гороховец;2082;NA;2900;2600;3300
Гороховец;2083;NA;2900;2500;3200
Гороховец;2084;NA;2800;2400;3200
Гороховец;2085;NA;2700;2400;3100
Гороховец;2086;NA;2600;2300;3000
Гороховец;2087;NA;2500;2200;2900
Гороховец;2088;NA;2500;2100;2900
Гороховец;2089;NA;2400;2100;2800
Гороховец;2090;NA;2300;2000;2700
Гороховец;2091;NA;2300;1900;2700
Гороховец;2092;NA;2200;1900;2600
Гороховец;2093;NA;2200;1800;2600
Гороховец;2094;NA;2100;1800;2500
Гороховец;2095;NA;2100;1700;2500
Гороховец;2096;NA;2000;1700;2400
Гороховец;2097;NA;2000;1600;2400
Гороховец;2098;NA;1900;1600;2300
Гороховец;2099;NA;1900;1500;2300
Гороховец;2100;NA;1800;1500;2200
Гороховец;2101;NA;1800;1400;2200
Гороховец;2102;NA;1700;1400;2200
Гороховец;2103;NA;1700;1400;2100
Гороховец;2104;NA;1700;1300;2100
Гороховец;2105;NA;1600;1300;2100
Гороховец;2106;NA;1600;1300;2000
Гороховец;2107;NA;1600;1200;2000
Гороховец;2108;NA;1500;1200;2000
Гороховец;2109;NA;1500;1200;2000
Гороховец;2110;NA;1500;1100;1900
Гороховец;2111;NA;1500;1100;1900
Гороховец;2112;NA;1400;1100;1900
Гороховец;2113;NA;1400;1100;1900
Гороховец;2114;NA;1400;1000;1900
Гороховец;2115;NA;1400;1000;1800
Гороховец;2116;NA;1400;1000;1800
Гороховец;2117;NA;1300;1000;1800
Гороховец;2118;NA;1300;1000;1800
Гороховец;2119;NA;1300;1000;1800
Гороховец;2120;NA;1300;900;1800
Курлово;2000;NA;7400;7300;7500
Курлово;2001;NA;7400;7300;7400
Курлово;2002;NA;7300;7300;7400
Курлово;2003;NA;7300;7200;7300
Курлово;2004;NA;7200;7100;7300
Курлово;2005;NA;7100;7100;7200
Курлово;2006;NA;7100;7000;7100
Курлово;2007;NA;7000;6900;7100
Курлово;2008;6905;6900;6900;7000
Курлово;2009;6840;6900;6800;6900
Курлово;2010;6817;6800;6700;6800
Курлово;2011;6696;6700;6600;6800
Курлово;2012;6579;6600;6600;6700
Курлово;2013;6447;6500;6500;6600
Курлово;2014;6363;6400;6400;6500
Курлово;2015;6300;6300;6300;6400
Курлово;2016;6197;6300;6200;6300
Курлово;2017;6067;6200;6100;6200
Курлово;2018;5925;6100;6000;6100
Курлово;2019;5803;5900;5900;6000
Курлово;2020;5803;5800;5800;5900
Курлово;2021;NA;5700;5700;5800
Курлово;2022;NA;5600;5600;5700
Курлово;2023;NA;5500;5500;5600
Курлово;2024;NA;5400;5400;5500
Курлово;2025;NA;5400;5300;5400
Курлово;2026;NA;5300;5200;5300
Курлово;2027;NA;5200;5100;5200
Курлово;2028;NA;5100;5000;5100
Курлово;2029;NA;5000;4900;5000
Курлово;2030;NA;4900;4800;5000
Курлово;2031;NA;4800;4800;4900
Курлово;2032;NA;4700;4700;4800
Курлово;2033;NA;4700;4600;4700
Курлово;2034;NA;4600;4500;4600
Курлово;2035;NA;4500;4400;4600
Курлово;2036;NA;4400;4400;4500
Курлово;2037;NA;4300;4300;4400
Курлово;2038;NA;4300;4200;4300
Курлово;2039;NA;4200;4100;4300
Курлово;2040;NA;4100;4100;4200
Курлово;2041;NA;4000;4000;4100
Курлово;2042;NA;4000;3900;4000
Курлово;2043;NA;3900;3800;4000
Курлово;2044;NA;3800;3800;3900
Курлово;2045;NA;3800;3700;3800
Курлово;2046;NA;3700;3600;3800
Курлово;2047;NA;3600;3500;3700
Курлово;2048;NA;3500;3500;3600
Курлово;2049;NA;3500;3400;3500
Курлово;2050;NA;3400;3300;3500
Курлово;2051;NA;3300;3300;3400
Курлово;2052;NA;3300;3200;3300
Курлово;2053;NA;3200;3100;3300
Курлово;2054;NA;3100;3100;3200
Курлово;2055;NA;3100;3000;3200
Курлово;2056;NA;3000;2900;3100
Курлово;2057;NA;3000;2900;3000
Курлово;2058;NA;2900;2800;3000
Курлово;2059;NA;2800;2800;2900
Курлово;2060;NA;2800;2700;2800
Курлово;2061;NA;2700;2600;2800
Курлово;2062;NA;2600;2600;2700
Курлово;2063;NA;2600;2500;2700
Курлово;2064;NA;2500;2500;2600
Курлово;2065;NA;2500;2400;2500
Курлово;2066;NA;2400;2300;2500
Курлово;2067;NA;2400;2300;2400
Курлово;2068;NA;2300;2200;2400
Курлово;2069;NA;2300;2200;2300
Курлово;2070;NA;2200;2100;2300
Курлово;2071;NA;2200;2100;2200
Курлово;2072;NA;2100;2000;2200
Курлово;2073;NA;2100;2000;2100
Курлово;2074;NA;2000;1900;2100
Курлово;2075;NA;2000;1900;2100
Курлово;2076;NA;1900;1900;2000
Курлово;2077;NA;1900;1800;2000
Курлово;2078;NA;1800;1800;1900
Курлово;2079;NA;1800;1700;1900
Курлово;2080;NA;1800;1700;1800
Курлово;2081;NA;1700;1600;1800
Курлово;2082;NA;1700;1600;1800
Курлово;2083;NA;1700;1600;1700
Курлово;2084;NA;1600;1500;1700
Курлово;2085;NA;1600;1500;1700
Курлово;2086;NA;1600;1500;1600
Курлово;2087;NA;1500;1400;1600
Курлово;2088;NA;1500;1400;1600
Курлово;2089;NA;1500;1400;1500
Курлово;2090;NA;1400;1400;1500
Курлово;2091;NA;1400;1300;1500
Курлово;2092;NA;1400;1300;1500
Курлово;2093;NA;1400;1300;1400
Курлово;2094;NA;1300;1200;1400
Курлово;2095;NA;1300;1200;1400
Курлово;2096;NA;1300;1200;1400
Курлово;2097;NA;1300;1200;1300
Курлово;2098;NA;1200;1200;1300
Курлово;2099;NA;1200;1100;1300
Курлово;2100;NA;1200;1100;1300
Курлово;2101;NA;1200;1100;1300
Курлово;2102;NA;1200;1100;1200
Курлово;2103;NA;1100;1100;1200
Курлово;2104;NA;1100;1000;1200
Курлово;2105;NA;1100;1000;1200
Курлово;2106;NA;1100;1000;1200
Курлово;2107;NA;1100;1000;1200
Курлово;2108;NA;1100;1000;1100
Курлово;2109;NA;1000;1000;1100
Курлово;2110;NA;1000;900;1100
Курлово;2111;NA;1000;900;1100
Курлово;2112;NA;1000;900;1100
Курлово;2113;NA;1000;900;1100
Курлово;2114;NA;1000;900;1100
Курлово;2115;NA;1000;900;1100
Курлово;2116;NA;900;900;1000
Курлово;2117;NA;900;900;1000
Курлово;2118;NA;900;800;1000
Курлово;2119;NA;900;800;1000
Курлово;2120;NA;900;800;1000
Киржач;2000;NA;34800;34400;35200
Киржач;2001;NA;34500;34000;34900
Киржач;2002;NA;33900;33500;34400
Киржач;2003;NA;33400;33000;33800
Киржач;2004;NA;32800;32400;33200
Киржач;2005;NA;32200;31800;32700
Киржач;2006;NA;31700;31300;32100
Киржач;2007;NA;31200;30800;31600
Киржач;2008;30329;30800;30400;31200
Киржач;2009;29866;30300;29900;30700
Киржач;2010;30143;29900;29500;30300
Киржач;2011;29515;29400;29000;29900
Киржач;2012;28945;29000;28600;29400
Киржач;2013;28430;28700;28300;29100
Киржач;2014;27974;28300;27900;28700
Киржач;2015;27614;28000;27600;28400
Киржач;2016;27298;27600;27200;28000
Киржач;2017;26916;27300;26900;27700
Киржач;2018;26504;27000;26600;27400
Киржач;2019;26517;26800;26400;27200
Киржач;2020;26517;26500;26100;26900
Киржач;2021;NA;26200;25900;26600
Киржач;2022;NA;26000;25600;26400
Киржач;2023;NA;25800;25400;26200
Киржач;2024;NA;25600;25200;26000
Киржач;2025;NA;25400;25000;25800
Киржач;2026;NA;25200;24800;25600
Киржач;2027;NA;25000;24600;25400
Киржач;2028;NA;24800;24400;25200
Киржач;2029;NA;24700;24300;25100
Киржач;2030;NA;24500;24100;24900
Киржач;2031;NA;24400;24000;24800
Киржач;2032;NA;24200;23800;24600
Киржач;2033;NA;24100;23700;24500
Киржач;2034;NA;23900;23500;24400
Киржач;2035;NA;23800;23400;24200
Киржач;2036;NA;23700;23300;24100
Киржач;2037;NA;23600;23100;24000
Киржач;2038;NA;23400;23000;23800
Киржач;2039;NA;23300;22900;23700
Киржач;2040;NA;23200;22800;23600
Киржач;2041;NA;23100;22700;23500
Киржач;2042;NA;23000;22500;23400
Киржач;2043;NA;22800;22400;23300
Киржач;2044;NA;22700;22300;23100
Киржач;2045;NA;22600;22200;23000
Киржач;2046;NA;22500;22100;22900
Киржач;2047;NA;22400;22000;22800
Киржач;2048;NA;22300;21900;22700
Киржач;2049;NA;22200;21800;22600
Киржач;2050;NA;22100;21700;22500
Киржач;2051;NA;22000;21600;22400
Киржач;2052;NA;21900;21500;22300
Киржач;2053;NA;21800;21400;22200
Киржач;2054;NA;21700;21300;22100
Киржач;2055;NA;21600;21200;22000
Киржач;2056;NA;21500;21100;21900
Киржач;2057;NA;21400;21000;21800
Киржач;2058;NA;21300;20900;21800
Киржач;2059;NA;21200;20800;21700
Киржач;2060;NA;21200;20700;21600
Киржач;2061;NA;21100;20700;21500
Киржач;2062;NA;21000;20600;21500
Киржач;2063;NA;20900;20500;21400
Киржач;2064;NA;20900;20400;21300
Киржач;2065;NA;20800;20400;21300
Киржач;2066;NA;20800;20300;21200
Киржач;2067;NA;20700;20300;21100
Киржач;2068;NA;20600;20200;21100
Киржач;2069;NA;20600;20200;21000
Киржач;2070;NA;20500;20100;21000
Киржач;2071;NA;20500;20100;20900
Киржач;2072;NA;20500;20000;20900
Киржач;2073;NA;20400;20000;20900
Киржач;2074;NA;20400;19900;20800
Киржач;2075;NA;20300;19900;20800
Киржач;2076;NA;20300;19900;20800
Киржач;2077;NA;20300;19800;20700
Киржач;2078;NA;20200;19800;20700
Киржач;2079;NA;20200;19800;20700
Киржач;2080;NA;20200;19800;20700
Киржач;2081;NA;20200;19700;20600
Киржач;2082;NA;20200;19700;20600
Киржач;2083;NA;20100;19700;20600
Киржач;2084;NA;20100;19700;20600
Киржач;2085;NA;20100;19700;20600
Киржач;2086;NA;20100;19600;20600
Киржач;2087;NA;20100;19600;20500
Киржач;2088;NA;20100;19600;20500
Киржач;2089;NA;20100;19600;20500
Киржач;2090;NA;20000;19600;20500
Киржач;2091;NA;20000;19600;20500
Киржач;2092;NA;20000;19600;20500
Киржач;2093;NA;20000;19600;20500
Киржач;2094;NA;20000;19500;20500
Киржач;2095;NA;20000;19500;20500
Киржач;2096;NA;20000;19500;20500
Киржач;2097;NA;20000;19500;20500
Киржач;2098;NA;20000;19500;20500
Киржач;2099;NA;20000;19500;20500
Киржач;2100;NA;20000;19500;20400
Киржач;2101;NA;20000;19500;20400
Киржач;2102;NA;20000;19500;20400
Киржач;2103;NA;20000;19500;20400
Киржач;2104;NA;20000;19500;20400
Киржач;2105;NA;19900;19500;20400
Киржач;2106;NA;19900;19500;20400
Киржач;2107;NA;19900;19500;20400
Киржач;2108;NA;19900;19500;20400
Киржач;2109;NA;19900;19500;20400
Киржач;2110;NA;19900;19500;20400
Киржач;2111;NA;19900;19500;20400
Киржач;2112;NA;19900;19400;20400
Киржач;2113;NA;19900;19400;20400
Киржач;2114;NA;19900;19400;20400
Киржач;2115;NA;19900;19400;20400
Киржач;2116;NA;19900;19400;20400
Киржач;2117;NA;19900;19400;20400
Киржач;2118;NA;19900;19400;20400
Киржач;2119;NA;19900;19400;20400
Киржач;2120;NA;19900;19400;20400
Петушки;2000;NA;13800;13500;14200
Петушки;2001;NA;13900;13600;14200
Петушки;2002;NA;14000;13700;14300
Петушки;2003;NA;14200;13800;14500
Петушки;2004;NA;14300;14000;14600
Петушки;2005;NA;14500;14200;14800
Петушки;2006;NA;14600;14300;14900
Петушки;2007;NA;14700;14400;15000
Петушки;2008;14809;14800;14400;15100
Петушки;2009;14639;14800;14500;15100
Петушки;2010;15210;14800;14400;15100
Петушки;2011;14931;14700;14400;15000
Петушки;2012;14567;14600;14300;14900
Петушки;2013;14244;14400;14100;14700
Петушки;2014;14014;14300;13900;14600
Петушки;2015;13767;14000;13700;14400
Петушки;2016;13501;13800;13500;14100
Петушки;2017;13247;13600;13200;13900
Петушки;2018;12956;13300;13000;13600
Петушки;2019;12667;13000;12700;13300
Петушки;2020;12667;12700;12400;13000
Петушки;2021;NA;12400;12100;12700
Петушки;2022;NA;12100;11800;12400
Петушки;2023;NA;11800;11500;12100
Петушки;2024;NA;11500;11200;11800
Петушки;2025;NA;11200;10900;11500
Петушки;2026;NA;10900;10600;11200
Петушки;2027;NA;10600;10200;10900
Петушки;2028;NA;10300;9900;10600
Петушки;2029;NA;9900;9600;10300
Петушки;2030;NA;9700;9300;10000
Петушки;2031;NA;9400;9100;9700
Петушки;2032;NA;9100;8800;9400
Петушки;2033;NA;8800;8500;9100
Петушки;2034;NA;8500;8200;8800
Петушки;2035;NA;8200;7900;8600
Петушки;2036;NA;8000;7700;8300
Петушки;2037;NA;7700;7400;8000
Петушки;2038;NA;7500;7200;7800
Петушки;2039;NA;7200;6900;7500
Петушки;2040;NA;7000;6700;7300
Петушки;2041;NA;6700;6400;7100
Петушки;2042;NA;6500;6200;6800
Петушки;2043;NA;6300;6000;6600
Петушки;2044;NA;6100;5800;6400
Петушки;2045;NA;5900;5600;6200
Петушки;2046;NA;5700;5400;6000
Петушки;2047;NA;5500;5200;5800
Петушки;2048;NA;5300;5000;5600
Петушки;2049;NA;5100;4800;5400
Петушки;2050;NA;4900;4600;5300
Петушки;2051;NA;4700;4400;5100
Петушки;2052;NA;4600;4300;4900
Петушки;2053;NA;4400;4100;4700
Петушки;2054;NA;4200;3900;4600
Петушки;2055;NA;4100;3800;4400
Петушки;2056;NA;3900;3600;4300
Петушки;2057;NA;3800;3500;4100
Петушки;2058;NA;3600;3300;4000
Петушки;2059;NA;3500;3200;3900
Петушки;2060;NA;3400;3100;3700
Петушки;2061;NA;3200;2900;3600
Петушки;2062;NA;3100;2800;3500
Петушки;2063;NA;3000;2700;3300
Петушки;2064;NA;2900;2600;3200
Петушки;2065;NA;2800;2500;3100
Петушки;2066;NA;2700;2300;3000
Петушки;2067;NA;2500;2200;2900
Петушки;2068;NA;2400;2100;2800
Петушки;2069;NA;2300;2000;2700
Петушки;2070;NA;2200;1900;2600
Петушки;2071;NA;2200;1800;2500
Петушки;2072;NA;2100;1800;2400
Петушки;2073;NA;2000;1700;2300
Петушки;2074;NA;1900;1600;2300
Петушки;2075;NA;1800;1500;2200
Петушки;2076;NA;1700;1400;2100
Петушки;2077;NA;1700;1400;2000
Петушки;2078;NA;1600;1300;2000
Петушки;2079;NA;1500;1200;1900
Петушки;2080;NA;1500;1200;1800
Петушки;2081;NA;1400;1100;1800
Петушки;2082;NA;1400;1100;1700
Петушки;2083;NA;1300;1000;1700
Петушки;2084;NA;1200;1000;1600
Петушки;2085;NA;1200;900;1600
Петушки;2086;NA;1200;900;1500
Петушки;2087;NA;1100;800;1500
Петушки;2088;NA;1100;800;1400
Петушки;2089;NA;1000;800;1400
Петушки;2090;NA;1000;700;1400
Петушки;2091;NA;1000;700;1300
Петушки;2092;NA;900;700;1300
Петушки;2093;NA;900;600;1300
Петушки;2094;NA;900;600;1200
Петушки;2095;NA;800;600;1200
Петушки;2096;NA;800;500;1200
Петушки;2097;NA;800;500;1200
Петушки;2098;NA;800;500;1100
Петушки;2099;NA;700;500;1100
Петушки;2100;NA;700;500;1100
Петушки;2101;NA;700;500;1100
Петушки;2102;NA;700;400;1100
Петушки;2103;NA;700;400;1100
Петушки;2104;NA;700;400;1000
Петушки;2105;NA;600;400;1000
Петушки;2106;NA;600;400;1000
Петушки;2107;NA;600;400;1000
Петушки;2108;NA;600;400;1000
Петушки;2109;NA;600;400;1000
Петушки;2110;NA;600;300;1000
Петушки;2111;NA;600;300;1000
Петушки;2112;NA;600;300;1000
Петушки;2113;NA;500;300;900
Петушки;2114;NA;500;300;900
Петушки;2115;NA;500;300;900
Петушки;2116;NA;500;300;900
Петушки;2117;NA;500;300;900
Петушки;2118;NA;500;300;900
Петушки;2119;NA;500;300;900
Петушки;2120;NA;500;300;900
Костерево;2000;NA;8100;7900;8300
Костерево;2001;NA;8100;7900;8300
Костерево;2002;NA;8200;8000;8400
Костерево;2003;NA;8300;8100;8500
Костерево;2004;NA;8400;8200;8600
Костерево;2005;NA;8500;8300;8700
Костерево;2006;NA;8600;8400;8800
Костерево;2007;NA;8700;8500;8900
Костерево;2008;8851;8800;8600;9000
Костерево;2009;8758;8800;8700;9000
Костерево;2010;9148;8900;8700;9100
Костерево;2011;9021;8900;8700;9100
Костерево;2012;8930;8900;8700;9100
Костерево;2013;8801;8800;8600;9000
Костерево;2014;8688;8800;8600;8900
Костерево;2015;8550;8700;8500;8900
Костерево;2016;8400;8600;8400;8800
Костерево;2017;8278;8500;8300;8700
Костерево;2018;8143;8400;8200;8500
Костерево;2019;8073;8200;8100;8400
Костерево;2020;8073;8100;7900;8300
Костерево;2021;NA;7900;7800;8100
Костерево;2022;NA;7800;7600;8000
Костерево;2023;NA;7600;7500;7800
Костерево;2024;NA;7500;7300;7700
Костерево;2025;NA;7300;7200;7500
Костерево;2026;NA;7200;7000;7400
Костерево;2027;NA;7000;6900;7200
Костерево;2028;NA;6900;6700;7100
Костерево;2029;NA;6700;6500;6900
Костерево;2030;NA;6600;6400;6800
Костерево;2031;NA;6400;6200;6600
Костерево;2032;NA;6300;6100;6500
Костерево;2033;NA;6100;5900;6300
Костерево;2034;NA;6000;5800;6200
Костерево;2035;NA;5800;5600;6000
Костерево;2036;NA;5700;5500;5900
Костерево;2037;NA;5500;5400;5700
Костерево;2038;NA;5400;5200;5600
Костерево;2039;NA;5300;5100;5500
Костерево;2040;NA;5100;5000;5300
Костерево;2041;NA;5000;4800;5200
Костерево;2042;NA;4900;4700;5100
Костерево;2043;NA;4800;4600;5000
Костерево;2044;NA;4600;4400;4800
Костерево;2045;NA;4500;4300;4700
Костерево;2046;NA;4400;4200;4600
Костерево;2047;NA;4300;4100;4500
Костерево;2048;NA;4200;4000;4400
Костерево;2049;NA;4100;3900;4300
Костерево;2050;NA;4000;3800;4200
Костерево;2051;NA;3800;3700;4000
Костерево;2052;NA;3700;3500;3900
Костерево;2053;NA;3600;3400;3800
Костерево;2054;NA;3500;3300;3700
Костерево;2055;NA;3400;3200;3600
Костерево;2056;NA;3300;3200;3600
Костерево;2057;NA;3300;3100;3500
Костерево;2058;NA;3200;3000;3400
Костерево;2059;NA;3100;2900;3300
Костерево;2060;NA;3000;2800;3200
Костерево;2061;NA;2900;2700;3100
Костерево;2062;NA;2800;2600;3000
Костерево;2063;NA;2700;2500;2900
Костерево;2064;NA;2600;2500;2900
Костерево;2065;NA;2600;2400;2800
Костерево;2066;NA;2500;2300;2700
Костерево;2067;NA;2400;2200;2600
Костерево;2068;NA;2300;2100;2600
Костерево;2069;NA;2300;2100;2500
Костерево;2070;NA;2200;2000;2400
Костерево;2071;NA;2100;1900;2400
Костерево;2072;NA;2100;1900;2300
Костерево;2073;NA;2000;1800;2200
Костерево;2074;NA;1900;1800;2200
Костерево;2075;NA;1900;1700;2100
Костерево;2076;NA;1800;1600;2100
Костерево;2077;NA;1800;1600;2000
Костерево;2078;NA;1700;1500;1900
Костерево;2079;NA;1700;1500;1900
Костерево;2080;NA;1600;1400;1800
Костерево;2081;NA;1600;1400;1800
Костерево;2082;NA;1500;1300;1700
Костерево;2083;NA;1500;1300;1700
Костерево;2084;NA;1400;1200;1700
Костерево;2085;NA;1400;1200;1600
Костерево;2086;NA;1300;1200;1600
Костерево;2087;NA;1300;1100;1500
Костерево;2088;NA;1300;1100;1500
Костерево;2089;NA;1200;1000;1500
Костерево;2090;NA;1200;1000;1400
Костерево;2091;NA;1200;1000;1400
Костерево;2092;NA;1100;900;1400
Костерево;2093;NA;1100;900;1300
Костерево;2094;NA;1100;900;1300
Костерево;2095;NA;1100;900;1300
Костерево;2096;NA;1000;800;1300
Костерево;2097;NA;1000;800;1200
Костерево;2098;NA;1000;800;1200
Костерево;2099;NA;1000;800;1200
Костерево;2100;NA;900;700;1200
Костерево;2101;NA;900;700;1200
Костерево;2102;NA;900;700;1100
Костерево;2103;NA;900;700;1100
Костерево;2104;NA;900;700;1100
Костерево;2105;NA;800;700;1100
Костерево;2106;NA;800;600;1100
Костерево;2107;NA;800;600;1100
Костерево;2108;NA;800;600;1000
Костерево;2109;NA;800;600;1000
Костерево;2110;NA;800;600;1000
Костерево;2111;NA;800;600;1000
Костерево;2112;NA;700;600;1000
Костерево;2113;NA;700;500;1000
Костерево;2114;NA;700;500;1000
Костерево;2115;NA;700;500;1000
Костерево;2116;NA;700;500;1000
Костерево;2117;NA;700;500;900
Костерево;2118;NA;700;500;900
Костерево;2119;NA;700;500;900
Костерево;2120;NA;700;500;900
Покров;2000;NA;9800;9300;10200
Покров;2001;NA;10000;9600;10500
Покров;2002;NA;10400;10000;10900
Покров;2003;NA;11000;10600;11500
Покров;2004;NA;11700;11300;12200
Покров;2005;NA;12500;12100;13000
Покров;2006;NA;13400;13000;13800
Покров;2007;NA;14200;13800;14600
Покров;2008;15621;15000;14600;15400
Покров;2009;15517;15800;15400;16200
Покров;2010;17798;16400;16000;16800
Покров;2011;17734;16900;16500;17300
Покров;2012;17682;17300;17000;17700
Покров;2013;17666;17600;17300;18000
Покров;2014;17701;17800;17400;18100
Покров;2015;17614;17800;17500;18200
Покров;2016;17413;17800;17400;18100
Покров;2017;17167;17600;17300;18000
Покров;2018;16832;17400;17100;17700
Покров;2019;16697;17100;16800;17400
